# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,WingGeom,0,OBFCTCJUKN,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,22,17
# x,y,z,u,w
-1.299218484666133100e-01, 1.084274560617442401e-02, 9.914649505447674649e-01, 8.464692407758303474e-04
-5.832654247780580392e-03, -7.095152588657484272e-02, 9.974627116432936980e-01, 1.171924232752021835e-03
7.646887704976160216e-02, -1.218256963621584671e-01, 9.896014402518944486e-01, 1.334380885045537970e-03
1.335482437911871545e-01, -1.547364613196558769e-01, 9.788878863887122694e-01, 1.214732260229811275e-03
1.428496164710428840e-01, -1.597747526187958400e-01, 9.767630293472815417e-01, 8.982631126998811676e-04
1.697248081811821852e-01, -1.736539140049567498e-01, 9.700710322644522376e-01, 6.080410117022549705e-04
1.049628381450634362e-01, 3.227949729976099802e-02, -9.939521299653258923e-01, 3.885726432081958040e-04
4.764515094481592411e-02, 6.335492585516927511e-02, -9.968530949750477044e-01, 5.762554305947012977e-04
4.746461677674370522e-02, 6.345630770411202215e-02, -9.968552588850589924e-01, 7.796066375318952933e-04
4.192205237655390743e-02, 6.673726178262306963e-02, -9.968895021085812935e-01, 8.579558224355574633e-04
1.752223760846138845e-02, 8.195911933097928259e-02, -9.964816475719373567e-01, 7.538235897568039759e-04
-4.189933284754199933e-02, 1.204618932221469957e-01, -9.918333419422170616e-01, 5.424363522697816858e-04
-1.563662590726311030e-01, 1.957186923443631765e-01, -9.681135194235452879e-01, 3.382077990395249579e-04
-4.433822612031184107e-01, 3.795123492326910597e-01, -8.120237356323359856e-01, 1.918179774671442228e-04
-6.250889845515547050e-01, 3.751972390476657759e-01, 6.844638728255237892e-01, 2.082752756489643820e-04
-3.174132168314104385e-01, 1.420140083554283505e-01, 9.375931266874562020e-01, 3.492038960378523928e-04
-1.299218484677153729e-01, 1.084274560348553670e-02, 9.914649505446524458e-01, 5.523082851794354573e-04
-5.832654247972687139e-03, -7.095152589086217709e-02, 9.974627116429876095e-01, 7.646627097389856187e-04
7.646887705012833658e-02, -1.218256963667109088e-01, 9.896014402513055863e-01, 8.706632006489506154e-04
1.335482437918984189e-01, -1.547364613233507824e-01, 9.788878863880311476e-01, 7.925942956020415233e-04
1.428496164718155159e-01, -1.597747526211564795e-01, 9.767630293467826075e-01, 5.861029976712585614e-04
1.697248081821380039e-01, -1.736539140062982045e-01, 9.700710322640450078e-01, 3.967374977687333293e-04
1.049628381505654656e-01, 3.227949729755346525e-02, -9.939521299648166330e-01, 1.786058671095638948e-04
4.764515094720862820e-02, 6.335492585527308096e-02, -9.968530949749269121e-01, 2.648735124787581028e-04
4.746461677920073979e-02, 6.345630770484092520e-02, -9.968552588848955676e-01, 3.583430844664926189e-04
4.192205237867489831e-02, 6.673726178419626953e-02, -9.968895021083867825e-01, 3.943559751234509405e-04
1.752223760909093001e-02, 8.195911933380585490e-02, -9.964816475716939959e-01, 3.464920093138011974e-04
-4.189933285082066139e-02, 1.204618932271843273e-01, -9.918333419414667729e-01, 2.493287079113995800e-04
-1.563662590831070565e-01, 1.957186923530756795e-01, -9.681135194200919392e-01, 1.554558671974564852e-04
-4.433822612249845863e-01, 3.795123492462733061e-01, -8.120237356140485030e-01, 8.816836902169555249e-05
-6.250889845698085479e-01, 3.751972390624973008e-01, 6.844638728007235162e-01, 9.573290055591354361e-05
-3.174132168501337392e-01, 1.420140083717734425e-01, 9.375931266786419194e-01, 1.605101793683216750e-04
-1.299218484772082516e-01, 1.084274561526881418e-02, 9.914649505432796550e-01, 2.538663025379796385e-04
-5.832654249661631263e-03, -7.095152588306820329e-02, 9.974627116435321739e-01, 3.514741676239714553e-04
7.646887705355004394e-02, -1.218256963622499217e-01, 9.896014402515903585e-01, 4.001968708848308454e-04
1.335482437985237580e-01, -1.547364613221659246e-01, 9.788878863873143876e-01, 3.643128097470792756e-04
1.428496164789388734e-01, -1.597747526220574532e-01, 9.767630293455933366e-01, 2.693999074462768940e-04
1.697248081905857464e-01, -1.736539140093301403e-01, 9.700710322620241799e-01, 1.823588099740372547e-04
1.049628381500271740e-01, 3.227949730036529935e-02, -9.939521299647818831e-01, 6.951818394776483763e-05
4.764515094695132708e-02, 6.335492585994800807e-02, -9.968530949746420289e-01, 1.030958605247397100e-04
4.746461677890675274e-02, 6.345630771172251772e-02, -9.968552588844715734e-01, 1.394767197119208154e-04
4.192205237846623883e-02, 6.673726179327381380e-02, -9.968895021077879282e-01, 1.534939006738649599e-04
1.752223760902647115e-02, 8.195911934386276854e-02, -9.964816475708677679e-01, 1.348639640879434700e-04
-4.189933285041659572e-02, 1.204618932357817418e-01, -9.918333419404395945e-01, 9.704540655653629694e-05
-1.563662590819981379e-01, 1.957186923577915738e-01, -9.681135194193177806e-01, 6.050758438889699642e-05
-4.433822612223998205e-01, 3.795123492446416114e-01, -8.120237356162225417e-01, 3.431748910668984539e-05
-6.250889845675877687e-01, 3.751972390607219987e-01, 6.844638728037246711e-01, 3.726180724903960803e-05
-3.174132168474796400e-01, 1.420140083780064566e-01, 9.375931266785962892e-01, 6.247485796779571137e-05
-1.299218484760362724e-01, 1.084274563027582544e-02, 9.914649505432689969e-01, 9.881155983715149025e-05
-5.832654249465102705e-03, -7.095152586289393826e-02, 9.974627116449684694e-01, 1.368031534532619361e-04
7.646887705322338857e-02, -1.218256963421383010e-01, 9.896014402540914690e-01, 1.557673336392499772e-04
1.335482437979388648e-01, -1.547364613066954664e-01, 9.788878863898398119e-01, 1.418002965738261842e-04
1.428496164782971367e-01, -1.597747526127946127e-01, 9.767630293472023828e-01, 1.048576545972239218e-04
1.697248081895758043e-01, -1.736539140049891683e-01, 9.700710322629779725e-01, 7.097892975982606541e-05
# DegenGeom Type,nXsecs,nPnts/Xsec
PLATE,22,9
# nx,ny,nz
2.911378900942634355e-03, -3.883505363606712726e-17, 9.999957619274668641e-01
2.921094625446273713e-03, -6.712678615617873445e-18, 9.999957335939934078e-01
2.936134037474614957e-03, -9.311816983130692387e-16, 9.999956895491669551e-01
2.934968605755180430e-03, -6.476210822121548540e-15, 9.999956929703662789e-01
2.911378900942519429e-03, 2.233795850632418633e-16, 9.999957619274668641e-01
2.946494900517779725e-03, -6.221060908436746445e-03, 9.999763080038319707e-01
2.822690660174959933e-03, -1.691023771829251038e-02, 9.998530273383923195e-01
2.189357451930624282e-03, -3.079725464629034723e-02, 9.995232542668526232e-01
1.422727297539218023e-03, -4.361934321915156981e-02, 9.990472104681373811e-01
1.464138166865656086e-03, -6.010050880349893793e-02, 9.981912567945026016e-01
1.523896885502801354e-03, -7.624763184786619019e-02, 9.970877475808609391e-01
1.422727297539077510e-03, -8.715565453934960571e-02, 9.961936898660092021e-01
1.316010529356585962e-03, -8.715566727579986128e-02, 9.961938354446872035e-01
1.296963996990704122e-03, -8.715566944459396392e-02, 9.961938602340686399e-01
1.315361631416570422e-03, -8.715566735023644318e-02, 9.961938362951828774e-01
1.356390618099428480e-03, -8.715566257292278740e-02, 9.961937816940868995e-01
1.422727297538871729e-03, -8.715565453937004770e-02, 9.961936898660073147e-01
1.422727297538776102e-03, -8.715565453935271434e-02, 9.961936898660088691e-01
1.422727297528610839e-03, -8.715565453932988538e-02, 9.961936898660109785e-01
1.422727297441709650e-03, -8.715565453917387129e-02, 9.961936898660246342e-01
1.422727297454430594e-03, -8.715565453934619178e-02, 9.961936898660096462e-01
1.422727297539203711e-03, -8.715565453931546636e-02, 9.961936898660120887e-01
# x,y,z,zCamber,t,nCamberx,nCambery,nCamberz,u,wTop,wBot,xxCamber,xyCamber,xzCamber
5.621302629223805525e-01, -4.618527782440650996e-18, -1.192729372538482930e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
5.118104222272149562e-01, -4.014271945075071911e-18, -1.046228629159006752e-03, -1.110954874567677978e-03, 1.606666036431077596e-02, -8.844512104085261450e-02, -8.721718993769897375e-18, 9.960810512021945895e-01, 1.000000000000000000e+00, 3.831146375123280379e+00, 1.688536248767197878e-01
4.368372851137659607e-01, -3.113971882106789165e-18, -8.279524945593414679e-04, 2.290419843255177734e-04, 3.254346455519352421e-02, -8.469904274049848414e-02, 3.155982927796516371e-16, 9.964065797448565798e-01, 1.000000000000000000e+00, 3.570326078783250257e+00, 4.296739212167498545e-01
3.358487433026887681e-01, -1.901270986131099161e-18, -5.339353386275754463e-04, 6.967995632969560711e-03, 5.400511289333828624e-02, -6.519996435761740705e-02, -1.135225804361832556e-16, 9.978722185970332337e-01, 1.000000000000000000e+00, 3.217465672553815992e+00, 7.825343274461838972e-01
2.248063849832883654e-01, -5.678408265283816400e-19, -2.106475893886310038e-04, 1.698306616972830238e-02, 7.742701692473372144e-02, -4.945360872982017264e-02, 1.784354391534422066e-16, 9.987764217198952243e-01, 1.000000000000000000e+00, 2.829113416247205137e+00, 1.170886583752794641e+00
1.265364409253595945e-01, 6.122143269510147995e-19, 7.545466486054116032e-05, 1.800508719474615618e-02, 7.980621469584206484e-02, -7.048910946164024804e-02, 1.312348348500340480e-16, 9.975125490174572285e-01, 1.000000000000000000e+00, 2.487811258236695799e+00, 1.512188741763303979e+00
5.601341258439418436e-02, 1.459076140403072033e-18, 2.807747917645978062e-04, 1.012754917916255069e-02, 6.218883685339487988e-02, -8.225566862822195069e-02, -5.172157998273055466e-16, 9.966112607122820100e-01, 1.000000000000000000e+00, 2.242298130157232450e+00, 1.757701869842767550e+00
1.373819269267451126e-02, 1.966729742691588339e-18, 4.038544966107771722e-04, 1.529874001076509619e-03, 3.808206284131870206e-02, -3.059725646144486125e-02, -1.025342223070903377e-15, 9.995317943402463046e-01, 1.000000000000000000e+00, 2.089984769500704331e+00, 1.910015230499295669e+00
6.154115840314239003e-06, 2.131628207280300371e-18, 4.438338334256318701e-04, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
5.612114265984474715e-01, 2.433655896271199118e-02, -1.179414835162459095e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.270406210695602223e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
5.113024371232530729e-01, 2.433655896270167998e-02, -1.033625332247803093e-03, -1.101884192009308866e-03, 1.593547972889614375e-02, -8.843544384610599329e-02, -1.894149971981252315e-14, 9.960819104229040599e-01, 1.270406210695602223e+00, 3.831146375123280379e+00, 1.688536248767197878e-01
4.369414403066393948e-01, 2.433655896268631380e-02, -8.164088973704631148e-04, 2.271718871351167208e-04, 3.227775466185581199e-02, -8.468936221248607454e-02, -1.816534455455983398e-14, 9.964074025859314121e-01, 1.270406210695602223e+00, 3.570326078783250257e+00, 4.296739212167498545e-01
3.367774492408613929e-01, 2.433655896266561508e-02, -5.238191530983277644e-04, 6.911103541999755878e-03, 5.356417364116437818e-02, -6.519026946360249875e-02, -1.412024836960495279e-14, 9.978728520043337324e-01, 1.270406210695602223e+00, 3.217465672553815992e+00, 7.825343274461838972e-01
2.266417290189051692e-01, 2.433655896264285898e-02, -2.021009201077154753e-04, 1.684440336588760231e-02, 7.679484329368022055e-02, -4.944390494631262234e-02, -1.057168101316975322e-14, 9.987769021476518017e-01, 1.270406210695602223e+00, 2.829113416247205137e+00, 1.170886583752794641e+00
1.291741389132925466e-01, 2.433655896262271884e-02, 8.261234820738819033e-05, 1.785807984821207936e-02, 7.915461550836710991e-02, -7.047941792518032378e-02, -1.516561779330553398e-14, 9.975132338214504069e-01, 1.270406210695602223e+00, 2.487811258236695799e+00, 1.512188741763303979e+00
5.922691664272705658e-02, 2.433655896260826512e-02, 2.869356749731013807e-04, 1.004486010392197613e-02, 6.168107946821730497e-02, -8.224598591810465542e-02, -1.777441715140962929e-14, 9.966120598308847445e-01, 1.270406210695602223e+00, 2.242298130157232450e+00, 1.757701869842767550e+00
1.729686525291007637e-02, 2.433655896259960191e-02, 4.094178452912491332e-04, 1.517382941302009491e-03, 3.777113166016206336e-02, -3.058754551078726389e-02, -6.889084598727233155e-15, 9.995320915606589196e-01, 1.270406210695602223e+00, 2.089984769500704331e+00, 1.910015230499295669e+00
3.676945949367254121e-03, 2.433655896259678819e-02, 4.492030881078388029e-04, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.270406210695602223e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
5.592774591309050969e-01, 4.982765790087757135e-02, -1.151390385693180484e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.553640643343271677e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
5.104218907635441616e-01, 4.982765790087966690e-02, -1.007943270167865370e-03, -1.078626945810425702e-03, 1.559913276645552745e-02, -8.842046335475690910e-02, 3.558604959798108185e-15, 9.960832403268966573e-01, 1.553640643343271677e+00, 3.831146375123280379e+00, 1.688536248767197878e-01
4.376304196800024915e-01, 4.982765790088278246e-02, -7.942168330243304375e-04, 2.223770129527920800e-04, 3.159647460723550433e-02, -8.467437680270953337e-02, 4.392195009197792327e-15, 9.964086761530495107e-01, 1.553640643343271677e+00, 3.570326078783250257e+00, 4.296739212167498545e-01
3.395805740433013864e-01, 4.982765790088698049e-02, -5.063281029510641315e-04, 6.765232272527403785e-03, 5.243360544409057106e-02, -6.517526199883802440e-02, 2.646735369478301963e-15, 9.978738323171836289e-01, 1.553640643343271677e+00, 3.217465672553815992e+00, 7.825343274461838972e-01
2.317694709519242391e-01, 4.982765790089160179e-02, -1.897788890769644323e-04, 1.648887194566121123e-02, 7.517395004970697792e-02, -4.942888387232467068e-02, 2.584526011749195066e-15, 9.987776456444830142e-01, 1.553640643343271677e+00, 2.829113416247205137e+00, 1.170886583752794641e+00
1.363591137692287680e-01, 4.982765790089568880e-02, 9.035991569930276746e-05, 1.748115296621195053e-02, 7.748391503457335849e-02, -7.046441584937399027e-02, 3.044791846508750502e-15, 9.975142936815525330e-01, 1.553640643343271677e+00, 2.487811258236695799e+00, 1.512188741763303979e+00
6.788825639431544934e-02, 4.982765790089861702e-02, 2.914003971879665800e-04, 9.832845272826490346e-03, 6.037918938966733984e-02, -8.223099740386716205e-02, 2.987970579354310062e-15, 9.966132966532029736e-01, 1.553640643343271677e+00, 2.242298130157232450e+00, 1.757701869842767550e+00
2.684321593000205119e-02, 4.982765790090037950e-02, 4.119146570355516034e-04, 1.485355846973507874e-03, 3.697390401811410238e-02, -3.057251310494583235e-02, 1.876700361559805438e-15, 9.995325514671585809e-01, 1.553640643343271677e+00, 2.089984769500704331e+00, 1.910015230499295669e+00
1.351077009607897644e-02, 4.982765790090094848e-02, 4.510606737883004168e-04, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.553640643343271677e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
5.571347748684587486e-01, 7.252761188235526402e-02, -1.120341493791298174e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.805862354248498614e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
5.096533537624442500e-01, 7.252761188235606893e-02, -9.809844132734287826e-04, -1.048288701987737772e-03, 1.516038006718743898e-02, -8.842162476799053650e-02, -1.830796819909683187e-15, 9.960831372297137554e-01, 1.805862354248498614e+00, 3.831146375123280379e+00, 1.688536248767197878e-01
4.389092685010192452e-01, 7.252761188235726242e-02, -7.733518497086744369e-04, 2.161222512298734003e-04, 3.070776899910723431e-02, -8.467553841057151587e-02, 4.519308390074813163e-16, 9.964085774394356720e-01, 1.805862354248498614e+00, 3.570326078783250257e+00, 4.296739212167498545e-01
3.436172440891435143e-01, 7.252761188235885836e-02, -4.936715450896027920e-04, 6.574948378337611837e-03, 5.095881947740843465e-02, -6.517642517640084843e-02, 5.446667701541592210e-16, 9.978737563445714276e-01, 1.805862354248498614e+00, 3.217465672553815992e+00, 7.825343274461838972e-01
2.388385144456338649e-01, 7.252761188236062084e-02, -1.861479385217058857e-04, 1.602509386622646276e-02, 7.305955255552416816e-02, -4.943004798916614262e-02, 7.598068875260382110e-16, 9.987775880323852551e-01, 1.805862354248498614e+00, 2.829113416247205137e+00, 1.170886583752794641e+00
1.461117383175076223e-01, 7.252761188236218903e-02, 8.600341049115872022e-05, 1.698946528770067452e-02, 7.530454581867544739e-02, -7.046557845981366031e-02, 7.371553818931754289e-16, 9.975142115540628351e-01, 1.805862354248498614e+00, 2.487811258236695799e+00, 1.512188741763303979e+00
7.956674204273483930e-02, 7.252761188236331313e-02, 2.813117266264176901e-04, 9.556279490663149856e-03, 5.868092019523864222e-02, -8.223215904032986356e-02, 4.729914855336743116e-16, 9.966132008053905089e-01, 1.805862354248498614e+00, 2.242298130157232450e+00, 1.757701869842767550e+00
3.967616421574116092e-02, 7.252761188236397927e-02, 3.983898244729144975e-04, 1.443577648910919281e-03, 3.593394898272322946e-02, -3.057367828702226009e-02, 0.000000000000000000e+00, 9.995325158272749810e-01, 1.805862354248498614e+00, 2.089984769500704331e+00, 1.910015230499295669e+00
2.671871643648606603e-02, 7.252761188236420131e-02, 4.364196907115014596e-04, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.805862354248498614e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
5.552710743455160358e-01, 9.000000000000005218e-02, -1.093335258160271772e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
5.091445537082803785e-01, 9.000000000000005218e-02, -9.590429100624222420e-04, -1.018375301687025804e-03, 1.472777200061825206e-02, -8.844512104087498550e-02, 1.884573960980912101e-15, 9.960810512021925911e-01, 2.000000000000000000e+00, 3.831146375123280379e+00, 1.688536248767197878e-01
4.404191780209523177e-01, 9.000000000000003830e-02, -7.589564533460708366e-04, 2.099551522984140922e-04, 2.983150917559409740e-02, -8.469904274050334136e-02, -1.860822759737307769e-15, 9.964065797448561357e-01, 2.000000000000000000e+00, 3.570326078783250257e+00, 4.296739212167498545e-01
3.478463480274647801e-01, 9.000000000000003830e-02, -4.894407270752956438e-04, 6.387329330222138446e-03, 4.950468681889348688e-02, -6.519996435762283327e-02, 0.000000000000000000e+00, 9.978722185970330116e-01, 2.000000000000000000e+00, 3.217465672553815992e+00, 7.825343274461838972e-01
2.460575195680143601e-01, 9.000000000000002442e-02, -1.930936236062747759e-04, 1.556781065558435380e-02, 7.097476551433937186e-02, -4.945360872982005468e-02, 1.173187769532876652e-15, 9.987764217198951133e-01, 2.000000000000000000e+00, 2.829113416247205137e+00, 1.170886583752794641e+00
1.559767375149131441e-01, 9.000000000000002442e-02, 6.916677612212236183e-05, 1.650466326185067931e-02, 7.315569680452188583e-02, -7.048910946164335667e-02, 7.588083178209381053e-16, 9.975125490174571175e-01, 2.000000000000000000e+00, 2.487811258236695799e+00, 1.512188741763303979e+00
9.133062820236143020e-02, 9.000000000000001055e-02, 2.573768924508336355e-04, 9.283586747565698502e-03, 5.700643378227860519e-02, -8.225566862822500380e-02, -4.868849667326004780e-16, 9.966112607122817879e-01, 2.000000000000000000e+00, 2.242298130157232450e+00, 1.757701869842767550e+00
5.257834330161825775e-02, 9.000000000000001055e-02, 3.701999552264941332e-04, 1.402384500986858778e-03, 3.490855760454215223e-02, -3.059725646144501390e-02, 2.385281219297712394e-15, 9.995317943402463046e-01, 2.000000000000000000e+00, 2.089984769500704331e+00, 1.910015230499295669e+00
3.999064127285360815e-02, 9.000000000000001055e-02, 4.068476806401094352e-04, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
5.512091142104124097e-01, 1.021347512558796466e-01, -1.154622230500060775e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.142727185609540896e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
5.064846936668014887e-01, 1.021339249564013479e-01, -1.022843971809081834e-03, -6.471153148773741478e-04, 1.403634593255520882e-02, -8.138772133367062900e-02, -6.200626546419845883e-03, 9.966632285012548831e-01, 2.142727185609540896e+00, 3.831146375123280379e+00, 1.688536248767197878e-01
4.398504608094738755e-01, 1.021326938653960709e-01, -8.265095516328487858e-04, 8.164141284535339493e-04, 2.843559947129153942e-02, -7.774134214889188987e-02, -6.202437530801212760e-03, 9.969542685046117736e-01, 2.142727185609540896e+00, 3.570326078783250257e+00, 4.296739212167498545e-01
3.499979890317721498e-01, 1.021310338092197845e-01, -5.617637566951582014e-04, 6.511455685828719531e-03, 4.716521362911216264e-02, -6.092018642786196925e-02, -6.209703670447407238e-03, 9.981233242770753966e-01, 2.142727185609540896e+00, 3.217465672553815992e+00, 7.825343274461838972e-01
2.511595830026548404e-01, 1.021292077347319416e-01, -2.705413578357126776e-04, 1.441221393406982854e-02, 6.675914982396725927e-02, -4.902520078011560201e-02, -6.213689493206301859e-03, 9.987782134945432100e-01, 2.142727185609540896e+00, 2.829113416247205137e+00, 1.170886583752794641e+00
1.637588285014490719e-01, 1.021275929748989425e-01, -1.301942470712425144e-05, 1.503894298919128923e-02, 6.873200317126874903e-02, -7.016015083219878656e-02, -6.205834827160757773e-03, 9.975164363805244516e-01, 2.142727185609540896e+00, 2.487811258236695799e+00, 1.512188741763303979e+00
1.010410141353360047e-01, 1.021264342411096343e-01, 1.717754651005898650e-04, 8.599481251385689140e-03, 5.373228540283336158e-02, -8.352804101608121701e-02, -6.199448131961688736e-03, 9.964861430079572369e-01, 2.142727185609540896e+00, 2.242298130157232450e+00, 1.757701869842767550e+00
6.337204746984409498e-02, 1.021257382936356234e-01, 2.827651833245898097e-04, 1.537447259465935445e-03, 3.263122816144715943e-02, -3.998461233252532249e-02, -6.216151470647987218e-03, 9.991809597052535574e-01, 2.142727185609540896e+00, 2.089984769500704331e+00, 1.910015230499295669e+00
5.045570808198199253e-02, 1.021254996596998865e-01, 3.208225285625111549e-04, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.142727185609540896e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
5.373532371288545217e-01, 1.229447596359995593e-01, -1.296321802832535279e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.387425886722792878e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
4.956670318282019316e-01, 1.229427783913340927e-01, -1.178670752302481096e-03, -5.065984996062758688e-05, 1.268475573186935920e-02, -6.866400367644054370e-02, -1.687087716797380788e-02, 9.974971820023879054e-01, 2.387425886722792878e+00, 3.831146375123280379e+00, 1.688536248767197878e-01
4.335692183587925852e-01, 1.229398270322265563e-01, -1.003411984141566260e-03, 1.755620774877183305e-03, 2.570497699579341044e-02, -6.520653635578529950e-02, -1.687480279067007580e-02, 9.977290958207329918e-01, 2.387425886722792878e+00, 3.570326078783250257e+00, 4.296739212167498545e-01
3.497008056978545554e-01, 1.229358409691155840e-01, -7.667100155962789168e-04, 6.584578760553257311e-03, 4.259477152176346926e-02, -5.328141083411584017e-02, -1.688675933791287248e-02, 9.984367424221674003e-01, 2.387425886722792878e+00, 3.217465672553815992e+00, 7.825343274461838972e-01
2.573745198406862111e-01, 1.229314529237174325e-01, -5.061373766551204327e-04, 1.231986095999965808e-02, 5.886177417047647187e-02, -4.843232520503878286e-02, -1.689067789929275809e-02, 9.986836410372085249e-01, 2.387425886722792878e+00, 2.829113416247205137e+00, 1.170886583752794641e+00
1.758368887006174774e-01, 1.229275776370232914e-01, -2.760135768951317917e-04, 1.244579027915896849e-02, 6.046959555029697564e-02, -6.975538140478439175e-02, -1.686930319327134900e-02, 9.974214823106861694e-01, 2.387425886722792878e+00, 2.487811258236695799e+00, 1.512188741763303979e+00
1.173331285282797065e-01, 1.229247970945892970e-01, -1.108983116751014256e-04, 7.359141813379751172e-03, 4.756363125518156543e-02, -8.615043057342065824e-02, -1.684768392758961841e-02, 9.961396783876698136e-01, 2.387425886722792878e+00, 2.242298130157232450e+00, 1.757701869842767550e+00
8.208991541038190842e-02, 1.229231220697824117e-01, -1.143132931318425853e-05, 1.721868803955706141e-03, 2.843676078591638595e-02, -5.837219660205366506e-02, -1.688155189681872503e-02, 9.981521426463032531e-01, 2.387425886722792878e+00, 2.089984769500704331e+00, 1.910015230499295669e+00
6.888671045295885476e-02, 1.229224945533366198e-01, 2.583209925751674910e-05, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.387425886722792878e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
5.092533633467712928e-01, 1.500480140027593001e-01, -1.192617320735151528e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.706102731057820066e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
4.723432340560440035e-01, 1.500455195177226864e-01, -1.111846170110237196e-03, 6.029738928817143405e-04, 1.076050988047877119e-02, -5.096285499705292821e-02, -3.075654799443660811e-02, 9.982268390331003882e-01, 2.706102731057820066e+00, 3.831146375123280379e+00, 1.688536248767197878e-01
4.173837622643846723e-01, 1.500418052099529997e-01, -9.915772937976021287e-04, 2.720216418844088879e-03, 2.181450618361926649e-02, -4.778922874962924366e-02, -3.076137581531834808e-02, 9.983836574050400925e-01, 2.706102731057820066e+00, 3.570326078783250257e+00, 4.296739212167498545e-01
3.430446681219232463e-01, 1.500367811755879688e-01, -8.288996146433086007e-04, 6.431935929284305492e-03, 3.609197607458149160e-02, -4.284106668739606077e-02, -3.076831029559631142e-02, 9.986080082227659638e-01, 2.706102731057820066e+00, 3.217465672553815992e+00, 7.825343274461838972e-01
2.611181616683396212e-01, 1.500312443636510062e-01, -6.496182542120449962e-04, 9.593364167028314848e-03, 4.813844663123693912e-02, -4.805441990451244511e-02, -3.076139516494315676e-02, 9.983709277093092416e-01, 2.706102731057820066e+00, 2.829113416247205137e+00, 1.170886583752794641e+00
1.888737193943658688e-01, 1.500263618914491059e-01, -4.915243423007145934e-04, 9.166038256643400592e-03, 4.928978909148336307e-02, -6.966138296609783453e-02, -3.072219857047998881e-02, 9.970975068859847523e-01, 2.706102731057820066e+00, 2.487811258236695799e+00, 1.512188741763303979e+00
